"Gene_ID	Control001	Control003	Control004	Control005	Control006	Control007	Control008	Convalescent001	Convalescent002	Convalescent003	Convalescent004	Convalescent005	LongCOVID001	LongCOVID002	LongCOVID003	LongCOVID004	LongCOVID005	LongCOVID006	LongCOVID007	LongCOVID008	LongCOVID009	LongCOVID010	LongCOVID011"
"Group	Control	Control	Control	Control	Control	Control	Control	Convalescent	Convalescent	Convalescent	Convalescent	Convalescent	LongCovid	LongCovid_BrainFog	LongCovid	LongCovid	LongCovid	LongCovid	LongCovid	LongCovid_BrainFog	LongCovid_BrainFog	LongCovid_BrainFog	LongCovid_BrainFog"
"ENSG00000152763	3.06785	1.91591	1.82661	2.28229	1.35337	1.90301	1.68547	1.46483	0.227618	2.15493	2.37281	1.30981	2.20599	1.1334	2.36369	1.56523	2.08933	1.78767	0.696549	1.67058	1.60872	2.51737	0.694441"
"ENSG00000152766	3.25586	2.47259	2.56635	3.6679	3.72878	2.82886	3.01899	3.89954	3.48296	3.7668	3.40943	3.02511	3.55397	2.69952	3.49499	3.58287	2.7974	3.22294	2.11438	1.9753	2.57882	2.51828	3.94143"
"ENSG00000152767	2.67043	2.21535	2.2984	2.58844	2.05493	2.77426	2.99018	2.52183	1.28324	2.18567	1.93346	1.88766	2.44267	2.23781	2.13152	2.88613	1.78535	2.39289	2.4696	2.61197	2.91013	2.54115	3.78344"
"ENSG00000152778	5.77962	5.98429	5.76129	5.33526	5.71666	5.05229	5.292	5.41689	5.80212	5.5172	5.58177	5.47119	5.68983	5.28049	5.57956	5.85058	5.43521	5.66496	5.47825	6.22603	5.71237	6.45575	5.94691"
"ENSG00000152782	3.11325	2.65047	2.48246	1.62688	3.02745	3.03713	2.06124	3.123	1.93676	2.77426	2.09399	2.83031	1.59825	1.12943	2.73305	2.3963	2.69367	2.0353	2.9802	3.12163	2.16559	1.44224	1.74548"
"ENSG00000152784	2.74925	2.7091	2.88013	3.23027	3.90181	3.30578	3.43202	3.54471	3.44351	3.89194	4.55375	4.61419	3.95771	4.30491	3.17288	3.82959	3.26164	3.22732	2.57783	4.16977	2.57596	4.23371	2.53393"
"ENSG00000152785	1.06638	1.22463	0.460034	1.28762	0	1.39555	0.909018	0	0.265752	0	0.696959	0.785095	0	0	0	0.45276	0	2.03682	2.25993	0	0	0	0"
"ENSG00000152795	8.39959	8.06189	8.33162	8.07742	7.96793	8.19061	8.17761	7.92058	8.49696	8.12985	7.91034	7.93315	8.05574	8.23934	7.87668	7.92601	7.87498	8.03753	7.91442	8.2897	8.16323	8.2084	8.29896"
"ENSG00000152804	6.3205	6.93121	6.12418	7.0548	6.67694	5.6155	5.8609	7.07487	7.28551	6.59501	6.90915	6.63135	6.78757	6.00882	6.66558	7.02495	6.55567	6.90949	6.9322	6.3291	6.61367	6.86166	6.88995"
"ENSG00000152818	6.52374	6.62697	6.3298	6.52374	6.62067	6.67894	6.31438	6.68786	6.66861	6.60796	6.42924	6.30455	6.60918	7.06696	6.72386	6.57618	6.48411	6.65539	6.41638	6.50599	6.12108	6.86504	6.80009"
"ENSG00000152822	0.632874	0	0	0	0	0	0	0	0	0	0	0	0	0	0.693147	0	0	0	0	0	0	0	0"
"ENSG00000152894	3.28639	3.97009	4.03175	3.85944	3.77782	4.45638	4.05599	4.57962	4.72541	2.71163	4.03289	3.68326	3.74204	3.58044	4.38129	3.97802	3.38428	3.78849	4.19701	3.63609	2.81543	4.68461	2.64274"
"ENSG00000152904	6.37887	5.91817	6.23789	6.33172	6.20967	5.85736	5.67621	6.39044	6.57185	6.36414	6.46961	6.44764	6.16186	5.83445	6.37565	6.3164	6.35678	6.2719	6.2916	6.21398	6.00161	5.89525	5.80159"
"ENSG00000152926	2.83626	3.11103	2.87559	3.98142	3.51987	3.01947	3.2372	3.37523	3.87369	3.87116	3.20392	3.00368	3.59982	2.87004	3.26622	3.62403	3.36287	3.68632	3.14567	3.23824	3.02745	2.27962	3.66443"
"ENSG00000152931	0.632874	1.21191	0.473077	0.360673	1.35549	0.798902	1.42184	1.43981	0	1.00605	1.85276	1.32121	1.07541	0.747103	0.693147	1.11654	0	0	0.693797	1.56326	1.06556	1.79629	0"
"ENSG00000152932	0	0	0.473825	0.358847	0	0.789542	0.896572	0.47073	1.21693	0	2.2035	0.768923	0	0	0.693147	1.80923	0.678622	0	0.970294	0.437935	0	0	1.49339"
"ENSG00000152939	2.29685	1.42042	2.3968	1.002	1.47414	0	1.10207	1.4348	1.37955	1.00823	1.39108	2.75405	1.60147	0	1.1179	1.54153	1.97213	1.93127	0.97011	1.66975	1.06638	2.13078	0"
"ENSG00000152942	6.41288	5.45164	5.68623	5.56127	5.67019	5.42523	5.69801	5.70187	6.09175	5.97547	5.90299	5.78317	5.74285	5.49566	6.14054	5.74417	5.86209	5.84017	5.67073	5.8749	5.46087	5.65737	6.18655"
"ENSG00000152944	5.45827	5.33309	4.85214	5.15858	4.61257	6.57531	6.79855	5.12563	5.18477	5.50486	5.0425	5.16842	4.94064	5.60527	5.12298	4.81685	5.48544	5.27475	5.12735	5.48799	5.97657	5.57511	6.35535"
"ENSG00000152952	1.80212	1.22488	0.462508	2.60556	0	1.08604	3.01393	3.20221	2.56942	2.93188	3.33856	2.48982	2.99018	0.787944	2.77912	2.17747	1.88831	1.57852	2.98877	2.93822	0	1.63066	2.33059"
"ENSG00000152953	2.61999	2.1618	0.46282	2.60592	2.75831	1.71693	3.23593	3.07886	0	2.71142	2.80305	2.53743	1.88947	1.99221	2.04728	2.46742	2.17488	2.67116	2.39405	1.0481	2.05601	3.12898	2.70502"
"ENSG00000152969	5.79541	5.11213	5.14086	4.83531	4.51537	4.66264	4.08478	4.68602	5.23658	6.27327	6.06414	4.93551	4.55134	6.01962	5.99978	6.02986	5.71312	6.4424	5.50894	5.24618	4.8915	6.1014	4.76179"
"ENSG00000152977	0	0	0	1.28988	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0"
"ENSG00000152990	3.72128	3.3221	3.62351	4.43827	4.23284	4.08057	3.87856	3.30926	3.2913	3.20661	3.84307	3.01996	3.74525	3.08638	3.28802	2.55507	3.48296	2.51828	3.23754	4.20672	2.1666	4.00948	1.49426"
"ENSG00000153002	0	0	0	0	0	0	0	0	0	0	1.29626	0	0	0	0	0	0	0.752405	0	0	0	0	0"
"ENSG00000153006	5.0763	4.81625	4.6654	4.93942	4.59423	5.03396	5.04477	4.88076	4.84018	5.02796	4.50671	4.56991	4.85697	4.76275	4.5206	4.71327	4.5157	4.85375	4.77668	4.76852	5.43888	4.84088	5.40942"
"ENSG00000153012	1.05737	0.695922	0.632874	0.354832	0.922934	1.08604	0	1.81449	1.21806	1.52643	1.29612	1.94628	0.693147	0.693147	0.693147	1.31057	0.674873	1.9295	1.38993	0	0	0.693147	0"
"ENSG00000153015	6.3791	6.06685	6.08918	6.07238	5.86741	6.12108	6.16737	5.94691	6.48445	6.1849	6.1151	6.17913	6.26665	6.17553	6.18715	6.19501	5.93462	6.06782	6.13252	6.29324	5.98287	6.22339	5.8465"
"ENSG00000153029	6.74592	6.82246	6.72842	6.91733	7.04989	6.33197	6.44443	7.04039	6.4923	6.78791	7.07864	6.77917	6.85218	6.60156	6.85218	6.71009	6.70027	6.94978	6.71597	6.65337	6.78339	6.56217	6.79784"
"ENSG00000153037	6.72314	6.02348	6.19885	6.22339	6.13089	6.80423	7.13474	6.1938	6.88295	6.60156	6.48328	6.43712	6.20139	5.95944	6.19346	6.19956	6.34885	6.27327	6.38518	6.3695	6.88461	6.11915	7.32311"
"ENSG00000153044	4.56923	2.9317	3.97703	3.37201	3.28549	4.27068	3.87922	3.69316	4.69567	3.82641	3.85276	3.78814	3.5443	3.74024	3.53886	2.9112	3.01899	3.47212	3.91339	4.16941	4.24716	4.06581	4.1955"
"ENSG00000153046	5.36851	5.64858	5.41253	5.59962	5.49288	5.61111	5.49948	5.39783	5.14879	5.17759	5.66646	5.39761	5.28922	5.61845	5.48937	5.3974	5.37993	5.44717	5.24876	5.5507	5.63505	5.58054	5.6622"
"ENSG00000153048	5.48799	5.6985	5.72794	6.06307	5.65138	5.89386	5.00117	5.66796	5.77642	5.88365	5.83975	6.0287	5.83077	5.83696	5.68983	6.12892	6.38518	5.994	6.10443	5.79515	6.20467	5.57357	5.84538"
"ENSG00000153060	0	0.693364	0	0	0	0	0	0.441974	0.269797	0	0	0	0	0.693147	0	0	0	0	0	0.388351	0	1.09704	0"
"ENSG00000153064	6.51606	6.3559	6.30702	6.52205	6.7247	6.53871	6.61676	7.4992	7.91935	6.27061	7.20064	6.53539	6.53189	6.78987	7.02709	6.61003	6.51699	6.63604	7.2481	6.81023	5.89267	7.26034	5.73221"
"ENSG00000153066	7.06384	7.27325	7.12951	6.89702	7.21082	8.02744	7.80647	7.09742	6.61003	7.07388	7.05194	6.97148	7.14727	7.62201	7.12563	7.14603	7.27325	7.07117	7.27898	7.22439	7.68898	7.44713	7.82474"
"ENSG00000153071	5.80538	5.32396	5.64274	6.28733	6.20234	5.19193	5.28188	6.79878	6.64972	6.53486	6.58036	6.26469	6.43585	5.8263	6.34143	6.10223	6.30455	6.07957	6.45353	6.34535	4.81193	5.30939	5.54498"
"ENSG00000153086	0	0	0	0	0	0	0	0	0.266958	0	0	0	0	0	0	0	0	0	0	0	0	0	0"
"ENSG00000153093	0	0	0	0.354134	0.925607	1.08326	0.84897	0	0	0	0	0.775049	0.693147	0	0	1.78901	2.17455	0.756242	1.84021	0	0.693147	0	1.50357"
"ENSG00000153094	4.72992	5.0794	4.52511	4.95252	4.8105	6.07971	6.11718	4.843	4.68906	4.48331	4.88676	4.59594	4.84684	5.49338	4.58095	4.68447	4.78209	4.59502	4.65428	4.57394	5.81447	4.94948	6.04734"
"ENSG00000153107	5.76393	5.96603	5.88459	5.49033	5.73248	5.58202	5.52552	5.36701	5.38349	5.37963	5.23623	5.32672	5.78171	5.38716	5.55544	5.73947	5.36022	5.40484	5.42556	5.784	5.43042	6.12659	5.48512"
"ENSG00000153113	7.20023	7.27428	6.93799	7.38323	7.07614	7.06532	7.13974	7.16706	7.07921	7.12563	7.3837	7.30285	7.15341	7.1771	7.2259	7.34381	7.04123	7.38323	6.88492	6.84429	7.0724	7.13643	7.04344"
"ENSG00000153130	6.06703	4.87702	5.54884	5.63268	5.35016	5.18477	5.38298	5.27086	6.02529	6.02382	5.47274	5.60252	5.33768	5.06801	5.44008	5.38573	5.69979	5.40919	5.52552	5.50944	5.35632	5.16703	5.69611"
"ENSG00000153132	1.4067	1.82602	0	1.00033	0.925237	0	1.65111	1.16992	0	1.99646	0	0.775758	1.08245	1.31172	1.31819	0.47045	1.44949	0	1.48564	1.11975	0	0	0.696754"
"ENSG00000153140	5.17986	3.31008	4.74637	4.61711	4.42365	4.15838	4.15391	4.73919	5.25413	5.4342	4.72541	4.97079	4.19954	3.73634	4.73098	4.23537	4.79074	4.46058	4.69339	4.58333	4.21908	3.95564	4.46537"
"ENSG00000153147	7.13974	6.43777	6.67655	6.94125	6.80545	7.51871	7.5942	6.89594	6.93474	7.20707	6.69396	6.79415	6.69189	7.06955	6.91733	6.79415	6.84609	7.0304	6.61715	6.69498	6.10812	6.7946	6.778"
"ENSG00000153157	0	3.02709	0	0	1.53427	0	1.12482	0	2.80129	0	1.28725	0	0	0	1.09704	0.390531	0	0	0.986751	1.11962	0	1.79253	0"
"ENSG00000153162	4.14971	3.95036	4.20821	5.13642	4.8714	3.97955	4.31981	6.07055	6.3511	5.48245	5.66112	5.49408	5.6805	4.52169	5.41032	4.81309	5.4325	4.66853	6.37071	5.25191	4.31391	4.6197	4.64829"
"ENSG00000153165	0	0	0.739442	0	0	0	0	2.03818	1.09783	1.18188	1.01499	1.24314	0	0	1.24291	1.22017	0.747286	1.6766	0	0	0	0.991692	2.07221"
"ENSG00000153179	4.12501	3.95564	4.10062	4.07564	3.63896	4.6197	4.62794	3.80008	4.53439	4.21939	3.85453	4.2501	4.11776	4.10766	3.9477	4.07131	4.1041	4.00675	3.86238	3.80008	4.91218	4.07929	4.56088"
"ENSG00000153187	8.30611	8.172	8.28274	8.27279	8.17264	8.6074	8.6074	8.23626	8.02744	8.32213	7.9585	8.04417	8.07529	8.48928	8.24314	8.12614	8.25468	8.2126	7.90684	8.25603	7.7857	8.29414	8.1938"
"ENSG00000153201	5.63555	5.23198	5.25143	5.30139	5.40919	7.19822	7.34666	5.37101	5.51659	5.76393	5.00181	5.13709	5.31961	5.96302	5.4308	5.30855	5.47347	5.30076	5.04092	5.16935	5.79711	5.28465	6.71906"
"ENSG00000153207	5.44116	5.04494	5.30249	5.19656	5.41504	6.11292	5.98166	5.20562	5.22309	5.57867	5.24827	5.22615	5.122	5.68355	5.43015	5.18271	5.3654	5.58781	5.00918	5.17653	4.98427	5.4097	6.15578"
"ENSG00000153208	4.17641	3.72267	2.89981	4.20091	4.65124	3.82162	3.29777	3.66068	3.33221	3.97312	3.63932	3.80206	5.06294	3.66758	4.56646	4.42593	3.2372	3.90148	4.03847	3.28446	3.85453	3.99949	5.67949"
"ENSG00000153214	4.7975	4.52511	4.57649	4.85565	4.59312	4.40703	4.73647	4.6001	4.48597	4.76503	4.35259	4.85261	4.67535	4.72486	4.77504	4.80864	4.56388	4.65117	4.18895	4.4745	4.3239	4.50121	4.58045"
"ENSG00000153233	2.04728	1.13502	0	0.999807	1.35068	0	0	1.16749	0	0.964551	1.27549	1.08326	1.89404	2.19195	0	0	0.662485	1.82249	1.4864	0.419198	0	2.02808	0"
"ENSG00000153234	5.51659	6.36256	5.32851	5.45872	5.17759	9.30157	9.532	3.18932	4.85565	4.20109	5.64195	5.6825	5.78243	9.85089	4.94895	6.20865	4.16186	3.69283	5.92221	7.48411	7.7579	6.36414	7.28422"
"ENSG00000153237	0	0	0	0.999427	0	0	0	0	0	0	1.70473	0.799767	0	0	0.693147	0	0	0	0.693364	1.09783	0	0	0.696959"
"ENSG00000153246	0	0	0	0	0	0	0	1.53902	0	0	0	0	0	0	0	0	0	0.750938	0	0	0	0	0"
"ENSG00000153250	7.71467	7.68717	7.64658	7.66251	7.60542	7.58161	7.67271	7.41509	7.57006	7.55138	7.47015	7.57276	7.76252	7.73598	7.52624	7.57006	7.41124	7.64359	7.34089	7.73051	7.5733	7.83435	7.48"
"ENSG00000153253	2.41279	2.9309	2.05019	2.38929	1.90647	2.05493	2.69239	2.20644	4.34212	2.3272	3.28619	1.45056	2.057	2.39105	2.86554	2.76899	1.18929	0	2.26365	1.8476	1.41701	3.55488	0.696959"
"ENSG00000153283	7.67974	7.26282	7.92164	7.14995	7.35353	7.56683	7.52376	7.1952	7.1589	7.6768	7.40306	7.71122	7.40566	7.74373	7.65738	7.3415	7.59898	7.61735	7.22929	8.06824	7.5765	7.94493	7.73051"
"ENSG00000153291	0	1.47385	0.592725	1.28324	0	0	0	0.498106	0	0	0	0	0.693147	1.30311	0	0	1.72566	0	1.38745	0.397946	1.05965	0	1.24314"
"ENSG00000153310	8.28774	7.75444	7.69467	8.08168	7.83189	7.73275	8.02864	8.05818	8.13503	8.23843	8.10955	8.05222	7.97652	8.07908	7.94493	7.99759	7.7888	8.04226	7.82409	7.84221	7.92718	7.92601	8.34809"
"ENSG00000153317	5.73534	6.20929	5.67949	6.08653	5.88111	5.80538	5.93186	5.69347	5.47077	5.46386	5.67699	5.55589	6.00652	5.83105	5.86171	5.67089	5.55464	5.76847	5.27935	5.49594	5.61575	5.96105	5.90479"
"ENSG00000153339	5.9956	5.57748	5.56806	5.73616	5.9692	5.70925	5.74521	5.9272	5.88756	6.00991	5.54238	5.61238	5.78424	5.77418	5.89462	5.47565	5.74174	5.96133	5.1782	5.68935	5.35353	5.84694	5.84228"
"ENSG00000153347	0	0.693797	0.972455	2.07562	2.29999	1.08521	0.925237	2.22703	2.01094	3.23754	3.33249	2.63754	1.72566	1.9884	2.19562	1.54362	1.97489	2.03639	1.73054	2.26446	0	1.09616	2.6145"
"ENSG00000153363	3.34158	3.72182	3.33819	3.68834	3.08357	3.03151	2.77718	3.63462	3.85658	2.9353	3.66338	3.16461	3.2877	3.02837	3.24129	3.8129	3.66254	2.9052	2.94887	3.46006	2.75291	2.98065	3.31384"
"ENSG00000153391	5.06766	4.61686	5.03644	4.93517	4.85126	5.56844	5.38894	4.98858	5.1126	5.05795	5.28142	5.19772	4.97885	4.88048	4.80975	5.2253	5.05109	4.91411	5.19148	4.96773	5.12133	4.73935	4.59502"
"ENSG00000153395	7.00385	6.76274	6.68238	6.98581	7.17988	7.2819	7.40368	7.23438	6.60118	7.44383	7.31461	6.5589	6.97239	7.43703	7.32366	6.9506	7.03874	7.43136	6.86355	6.50873	6.51072	6.93011	7.01931"
"ENSG00000153404	2.3968	0	2.04994	0.353072	1.37406	2.39202	0.92873	0	0.19554	1.30035	0	0	1.29935	0.815385	0.693147	1.87817	0.664327	0.76961	0	1.27006	0	1.43886	0"
"ENSG00000153406	7.18535	7.06606	7.20993	7.13211	7.03694	6.59132	6.45353	6.70984	7.14154	7.07968	7.03247	7.13382	7.07819	6.75738	6.99073	6.89992	6.99922	7.04427	7.06606	7.08603	6.84088	6.99991	6.16335"
"ENSG00000153443	3.87798	4.04866	3.72472	4.30452	4.2515	4.65316	4.06106	3.85082	3.6194	4.12519	3.88119	3.80008	4.00711	4.0234	3.6874	4.38415	4.10574	4.14741	3.2919	3.99233	4.20123	3.44755	4.20091"
"ENSG00000153446	0	0	0	0	0	0.683851	0	0.467907	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0"
"ENSG00000153485	5.56704	5.44885	5.45104	5.76172	5.74762	5.78552	5.5585	5.67949	6.13473	5.78986	5.8911	5.97186	5.59705	5.24597	5.50486	5.6155	5.55938	5.54045	5.90344	5.58145	5.82	5.20204	5.18807"
"ENSG00000153487	5.82677	6.01805	5.95179	6.09761	5.90821	5.89726	6.07382	5.87394	6.15992	5.91516	5.79818	6.24139	6.13548	5.97342	5.78552	6.16693	6.02576	5.94691	6.19307	5.9375	5.64447	6.06801	5.94941"
"ENSG00000153495	0.444596	1.18798	0	0	0.91958	0	0	0.468357	1.54915	0	0.693364	0	0	0.821399	0	0.632874	0.836851	1.12383	0	0	1.85195	1.63447	0.697374"
"ENSG00000153531	0.998588	1.63267	1.46576	1.80397	0	2.0557	1.79222	1.95205	1.56495	1.29959	0	1.10369	2.46015	1.41669	0	1.78876	2.37847	1.92361	2.04615	1.5403	1.42492	1.44731	1.99009"
"ENSG00000153551	7.99759	8.25964	7.99581	8.08026	8.05452	7.67009	7.7835	7.92813	7.91713	7.90032	7.80809	8.13774	8.19061	7.74202	7.89405	8.15091	8.02453	7.76252	8.00883	8.15846	8.15234	8.22462	7.55986"
"ENSG00000153558	0	1.8476	0.305259	0.381081	0.862977	2.17264	0	1.37092	0.211912	0	1.84725	0	0	0	1.11714	0	0.664932	1.44204	0	0	0.693147	0.685317	1.27438"
"ENSG00000153560	5.77437	5.83604	5.79186	5.73178	5.71272	5.49682	5.55125	5.3634	5.50533	5.67655	5.49033	5.78054	5.78474	5.53826	5.6821	5.71353	5.42887	5.45901	5.35931	5.42502	5.64937	5.88056	6.1735"
"ENSG00000153561	6.2225	6.09696	5.92371	6.34643	6.0874	6.79697	6.7025	6.19708	6.09662	6.09839	5.9513	6.2465	6.02742	6.49577	6.13174	6.19921	6.03565	6.2579	5.94315	6.15263	6.17131	6.11979	6.4077"
"ENSG00000153563	7.5007	7.08259	7.67419	7.3948	7.22876	7.60729	7.5798	6.55211	7.26329	8.5085	7.62481	7.44451	7.05194	8.04042	7.7502	6.99073	7.50317	8.11299	7.09787	7.3415	7.64789	7.66792	8.27939"
"ENSG00000153574	6.63224	6.71094	6.71051	6.57813	6.54853	6.71554	6.2225	6.43305	6.62835	6.58487	6.65004	6.79383	6.71051	6.58674	6.56297	6.6871	6.5176	6.59473	6.58487	6.9981	6.7557	6.849	6.46752"
"ENSG00000153707	0	0	0	0	0	0	0	1.17513	0	0	0	0	0	0.693147	0	0.679645	0.6705	0	0	0	0	0	0"
"ENSG00000153714	1.0213	0	0	0.379811	1.91854	0.632874	0	2.88013	1.93904	2.00111	1.26907	0	0.693147	1.1772	1.05106	0.67835	2.52699	0.766143	2.77359	0	0	0	0"
"ENSG00000153721	1.225	0	1.22607	1.89448	2.15619	0	0	1.38077	2.63263	1.29873	1.33126	0	1.06262	0.740848	1.02564	0.671921	1.18658	1.08326	1.45804	2.05493	0	2.35683	0.697374"
"ENSG00000153767	5.09628	4.21962	5.05864	5.15728	5.56783	4.58622	4.51515	5.65294	4.88676	5.39883	5.1033	5.53437	5.16078	4.71659	5.58434	5.15834	5.69912	5.57176	5.37993	5.05595	5.34565	4.67167	5.38493"
"ENSG00000153774	5.83658	5.80742	5.96386	5.92614	5.78485	5.58305	5.34467	5.7993	5.98861	6.01072	6.25291	6.06493	5.91535	5.89682	5.8637	6.11915	5.88391	5.86817	6.13385	6.08798	5.69887	6.06921	5.39205"
"ENSG00000153786	7.47525	7.85792	7.32896	7.87348	7.72256	7.06955	7.04706	7.78069	7.1771	7.50181	7.43264	7.59898	7.57006	7.56683	7.67491	7.67009	7.42878	7.73823	7.2369	7.27385	7.78655	7.53247	8.02673"
"ENSG00000153789	0	0.715926	0	0	0	0	0	0	0.222857	0	0	0	0	0.693147	1.12874	0	0	0	0	0	0	0.688184	0"
"ENSG00000153790	4.46465	4.51021	4.31456	4.17754	4.04694	3.82367	4.16147	3.83596	4.3585	4.12558	4.11846	4.23628	4.18776	4.1428	4.30433	4.16793	3.94988	4.25604	3.60145	4.22387	3.9605	4.5187	4.12614"
"ENSG00000153802	0	0	0	0	0	0	0	0	0	0	0	0	0.693147	0	0	0	0	0	0	0	0	0	0"
"ENSG00000153814	5.10067	4.81215	4.6884	5.01801	4.91442	5.08173	5.24001	5.02591	5.35931	5.538	5.17092	4.85315	4.65484	5.26098	5.13071	4.79671	4.62541	5.01682	4.38542	4.34271	4.92275	4.92275	5.13363"
"ENSG00000153815	3.30443	3.31029	2.93008	3.79836	3.07122	3.28549	3.60764	4.12282	4.16834	3.49241	3.88191	3.84602	3.45665	3.71986	3.19765	3.79048	3.63876	3.38382	3.76614	3.72535	3.74594	3.33492	4.59288"
"ENSG00000153822	0	0	0	0	0	1.08505	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0"
"ENSG00000153823	6.35364	6.47544	6.13806	6.68101	6.09696	5.69142	5.71023	6.43268	5.95732	6.04821	5.95294	6.71976	6.48875	6.2538	5.99023	6.37305	6.07642	6.37648	5.95109	5.86763	5.82244	6.08396	5.82037"
"ENSG00000153827	6.18952	6.14348	6.35535	6.30547	6.33526	6.38335	6.33062	6.48142	6.01434	6.44677	6.19158	6.17408	6.21822	6.27901	6.33351	6.19413	6.31002	6.45412	5.95569	5.93062	5.91975	6.39005	6.45153"
"ENSG00000153832	3.30832	2.64714	3.39396	2.38899	1.46647	3.14032	3.18966	2.97239	1.93591	2.24709	2.61466	2.22029	2.64453	2.3096	3.01393	2.67459	2.52306	2.9395	2.49662	3.32305	3.80147	3.11264	3.06795"
"ENSG00000153879	6.22808	6.63951	6.19191	6.48228	6.37932	7.10122	6.93011	6.53733	6.47223	6.06841	6.51508	6.44365	6.27901	6.47622	6.39605	6.45449	6.41722	6.40602	6.40146	6.34914	6.85875	6.49402	6.6038"
"ENSG00000153885	4.10223	5.44543	4.02184	4.88414	4.38086	4.08717	4.38169	3.94437	3.96384	4.10445	4.58467	4.62972	4.61765	4.14442	4.55174	4.62674	4.25364	4.41042	4.0745	4.06936	4.98459	4.64079	4.3714"
"ENSG00000153896	4.44161	4.10389	4.72876	4.41303	4.47821	4.12024	4.01642	4.38255	4.39405	4.26395	4.41943	4.51391	3.95597	3.88973	4.46656	3.83623	4.24101	4.48567	4.9018	4.86283	4.35911	4.50424	3.66198"
"ENSG00000153898	4.1128	3.8326	3.80103	4.40923	4.42675	3.91778	4.16941	4.24008	3.38842	4.73035	4.6061	4.11813	3.6113	4.76336	4.82281	4.24922	4.25316	4.85401	3.85534	4.38155	2.92728	4.33167	4.04694"
"ENSG00000153902	1.78698	0	1.80052	1.30035	0.811564	1.39138	0	0	2.63096	0.621361	0	1.44429	0.693147	0	1.96697	0	0.667353	0	0	0	1.74959	1.44623	1.50883"
"ENSG00000153904	0	0	0	0.997505	0	2.16952	0	0.490177	0	0.485178	1.40248	0	0.693147	0.693147	0.693147	0	0	0	1.02765	0	0	0	1.27692"
"ENSG00000153914	6.434	6.03036	6.24445	6.37994	6.2225	6.43866	6.38965	6.23384	6.20865	6.26304	6.25129	6.14391	6.20848	6.36657	6.21944	6.20803	6.28008	6.27673	6.18655	6.26752	6.17364	6.20967	6.60082"
"ENSG00000153922	6.10164	5.91995	5.91624	6.11745	5.94347	7.41462	7.62339	6.05483	6.20178	6.14348	5.80642	5.8173	5.93225	6.74475	5.91082	5.93914	5.80058	5.92173	5.80699	6.14164	6.74592	5.89481	7.38075"
"ENSG00000153933	4.18367	4.2515	4.46034	4.11654	4.17897	4.26651	4.34906	3.85658	3.85944	4.39041	3.31339	4.25979	4.33229	4.61889	4.08736	4.20364	4.23954	4.2345	3.45426	4.56359	4.66494	4.16768	4.54778"
"ENSG00000153936	4.7457	4.31091	4.43747	4.36252	4.4551	4.64406	4.4745	4.3371	4.83712	4.62972	4.34212	4.2693	4.21886	4.3735	4.54832	4.40804	4.49042	4.52027	4.07386	4.38011	4.17434	4.36346	4.34406"
"ENSG00000153944	3.72535	3.55002	4.37549	3.43287	3.28494	3.90148	3.68556	2.9283	3.45912	3.49353	2.98573	3.52976	3.76645	3.57332	3.2207	3.48296	3.67787	3.11196	3.02796	3.44914	3.77256	3.66618	4.18351"
"ENSG00000153975	5.29658	4.41985	4.31287	4.89033	4.72142	5.59705	5.92263	5.05553	5.36429	5.21535	4.80458	5.13313	5.0995	4.77233	4.91007	4.96773	4.93068	5.04221	4.86262	4.95462	5.2979	5.11167	5.96105"
"ENSG00000153976	2.12533	1.93224	2.6478	0.76343	0	2.90807	1.9639	1.88043	1.66975	2.19723	1.758	0	1.98782	1.36984	1.9884	1.96567	1.62416	1.99298	2.54523	1.61573	1.73631	2.46149	1.70785"
"ENSG00000153982	3.24812	2.38899	3.22438	2.60086	3.02443	2.16875	2.26067	2.63727	2.48305	2.9791	2.78669	2.27769	3.19432	2.16573	3.16751	2.39271	2.75206	3.34494	2.70969	3.47996	2.38878	2.81472	2.30237"
"ENSG00000153989	5.82924	5.74521	5.51338	5.87829	5.58588	6.21101	6.32379	5.47474	5.55444	5.86817	5.66496	5.86573	5.70902	5.84125	5.63328	5.8615	5.57384	5.5484	5.58305	5.58727	6.13715	5.8465	6.53256"
"ENSG00000153993	0	0	0	0.377834	0	1.0844	0	1.64273	0	0	0	0	0	0	0	0	0	0	0	0.477608	0	0	0"
"ENSG00000154001	6.31438	5.93122	5.80929	5.95921	5.92797	5.93886	6.23894	5.88912	6.01716	6.31405	5.83227	5.974	5.99392	6.21944	6.00309	5.86068	5.6779	6.02576	5.51037	5.87031	5.84551	6.02648	6.56592"
"ENSG00000154016	7.19647	7.04656	7.75868	6.84721	7.49108	7.07453	6.41638	7.09309	7.08078	7.1313	6.51606	7.50771	7.05609	6.53157	7.09478	6.93867	7.36943	6.80009	7.24906	7.31284	7.58536	7.21287	7.326"
"ENSG00000154025	2.79164	2.41521	2.51828	1.85276	3.49425	2.54728	1.82602	2.23471	2.08136	2.74553	2.17264	2.9039	0.862462	2.37833	2.3096	2.66686	2.73346	2.49259	1.16941	3.12937	2.71005	2.4749	3.49554"
